author_id,name,biography,birth_date,death_date
129,K. J. Parker,"K. J. Parker, İngiliz bir yazar ve fantastik edebiyat alanında tanınmış bir isimdir. Eserlerinde insan doğası, güç mücadeleleri ve ahlaki ikilemler gibi temaları işler. Parker, zengin dünya inşası ve incelikle tasarlanmış karakterleri ile dikkat çeker. Gerçek kimliği uzun süre gizemini korumuş olan yazar, fantastik edebiyata farklı bir soluk getirmiştir.",,
130,Gwen Florio,"Gwen Florio, Amerikalı bir gazeteci ve yazardır. Florio’nun romanları, genellikle toplumsal adaletsizlikler ve kadınların güçlenme hikayeleri etrafında şekillenir. Yazarın gazetecilik kariyeri, eserlerine gerçekçi ve etkileyici bir boyut kazandırır. Güçlü kadın karakterlere odaklanan eserleri, eleştirmenler tarafından beğeniyle karşılanmıştır.",,
131,Neslihan Özsözlü,"Neslihan Özsözlü, Türk yazarı ve şairidir. Eserlerinde insan psikolojisi ve toplumsal eleştiriyi işler.",,
132,Betsy Cornwell,"Betsy Cornwell, İrlandalı-Amerikalı bir yazar ve editördür. Genç yetişkin ve yetişkin edebiyatında, büyüleyici hikayeler yaratma yeteneği ile tanınır. Cornwell, mitolojik ve masalsı ögeleri modern hayatın sorunlarıyla harmanlayarak eserlerinde derin anlamlar yaratır. Aynı zamanda güçlü kadın karakterlere odaklanarak toplumsal cinsiyet ve özgürlük temalarını işler.",1990-06-15,
133,Alişan Karahan,"Alişan Karahan, Türk edebiyatının çağdaş yazarlarından biridir. Eserlerinde toplumsal sorunları, bireysel çıkmazları ve insan ilişkilerindeki karmaşıklığı ele alır. Karahan’ın yazıları, okurlarını düşündürmekle kalmaz, aynı zamanda insanlık üzerine derin sorular sormaya yönlendirir. Dilindeki sade fakat etkileyici üslubu ile geniş bir okuyucu kitlesine ulaşmıştır.",1975-04-12,
134,Yasunari Kawabata,"Yasunari Kawabata, Nobel Edebiyat Ödülü sahibi Japon yazardır. Geleneksel Japon kültürünü ve estetik anlayışını eserlerine yansıtarak uluslararası edebiyat sahnesinde tanınmıştır. Romanlarında, yalnızlık, ölüm, aşk ve doğanın güzelliği gibi evrensel temaları işler. Kawabata, minimalist üslubu ve derin psikolojik betimlemeleri ile modern edebiyatın en önemli isimlerinden biri olarak kabul edilir.",1899-06-14,1972-04-16
135,Hakan Karayanık,"Hakan Karayanık, Türk edebiyatında özellikle çağdaş hikaye ve roman türlerinde tanınmış bir yazardır. Karayanık, eserlerinde bireysel ve toplumsal çatışmaları derinlemesine ele alır. Yazarın dili sade fakat duygusal derinliği yüksek bir anlatıma sahiptir. Aynı zamanda edebi eserlerinde kültürel ögeleri başarıyla kullanarak Türk edebiyatına özgün katkılar sağlamıştır.",1980-03-22,
136,Ayşe Adviye Güzeldoğu,"Ayşe Adviye Güzeldoğu, Türk şair ve yazardır. Edebiyat dünyasında lirik ve duygusal anlatımıyla tanınır. Şiirlerinde aşk, yalnızlık ve insanın içsel yolculuğunu işlerken, romanlarında toplumsal konulara derinlemesine değinir. Güzeldoğu’nun eserleri, okuyucularını derin bir duygu dünyasına davet eder ve edebiyat çevrelerinde saygıyla anılır.",1985-07-10,
137,Hatice Ayyıldız,"Hatice Ayyıldız, modern Türk edebiyatının dikkat çeken isimlerinden biridir. Roman ve öykülerinde bireylerin toplumsal ve psikolojik yönlerini ustalıkla işler. Ayyıldız, yazılarında özellikle kadın hakları, adalet ve bireysel özgürlük gibi önemli konulara eğilir. Yazar, etkileyici üslubu ve samimi karakter tasvirleri ile okuyucular üzerinde derin bir iz bırakır.",1978-02-09,
138,Emil Ludwing,"Emil Ludwig, Alman biyografi yazarı ve tarihçisidir. Çalışmalarında tarihsel figürlerin kişisel ve duygusal yönlerini ele alarak, onları daha insani bir şekilde okuyuculara sunar. En bilinen eserlerinden bazıları ünlü liderler ve sanatçılar üzerine yazılmış biyografileridir. Ludwig, tarihi olayları bir roman tadında anlatma yeteneğiyle tanınır.",1881-01-25,1948-09-17
139,Kadir Keleş,"Kadir Keleş, Türk romancı ve hikaye yazarıdır. Edebiyatında, insanın içsel çatışmalarını ve toplumsal eşitsizlikleri ele alır. Keleş’in yazılarında, duygusal derinlik ve etkileyici bir dil göze çarpar. Yazar, aynı zamanda Türk kültürünün zengin motiflerini modern edebiyata başarıyla taşır ve geniş bir okuyucu kitlesine hitap eder.",1992-11-30,
140,Emile Zola,"Emile Zola, Fransız natüralist yazardır ve modern edebiyatın kurucularından biri olarak kabul edilir. Zola’nın eserleri, toplumsal gerçeklikleri ve bireylerin toplumsal yapılarla mücadelesini işler. Yazar, doğal bir gözlem gücü ve detaycılığı ile edebiyat dünyasında derin bir etki bırakmıştır. En bilinen eserlerinden biri, 20 kitaptan oluşan “Rougon-Macquart” serisidir.",1840-04-02,1902-09-29
141,Boris Strugatski,"Boris Strugatski, kardeşi Arkadi Strugatski ile birlikte Sovyet bilimkurgu edebiyatının en önde gelen isimlerinden biridir. Yazılarında toplumsal eleştiriler, felsefi sorular ve bilimkurgu unsurlarını harmanlayarak okurlara derinlemesine bir okuma deneyimi sunar. Strugatski kardeşlerin eserleri, sadece bilimkurgu değil, aynı zamanda edebi derinlikleriyle de dikkat çeker.",1933-04-15,2012-11-19
142,M.C. Beaton,"M.C. Beaton, İskoç yazardır ve özellikle dedektif romanları ve komedi türündeki eserleri ile tanınır. Beaton’ın yarattığı Agatha Raisin ve Hamish Macbeth serileri, hem mizahi unsurları hem de sürükleyici hikayeleri ile geniş bir okuyucu kitlesi tarafından sevilmiştir. Yazar, eserlerinde küçük kasaba yaşamını ve insan karakterlerini başarıyla yansıtmıştır.",1936-03-17,2020-12-30
143,Luigi Pirandello,"Luigi Pirandello, İtalyan yazardır. Eserlerinde bireysel kimlik ve toplum arasındaki çatışmayı işler. “Six Characters in Search of an Author” adlı eseri ile tanınmıştır.",1867-06-28,1936-12-10
144,Seher Çarkım,"Seher Çarkım, Türk edebiyatında yeni nesil yazarlar arasında dikkat çeken bir isimdir. Eserlerinde toplumsal olaylar ve bireysel çıkmazları işlerken, okuyucularını derinlemesine düşünmeye sevk eder. Çarkım’ın dili sade fakat etkileyici, hikayeleri ise samimi ve içtendir.",,
145,Yervant Odyan,"Yervant Odyan, Osmanlı döneminde yaşamış bir Ermeni yazardır. Mizahi ve eleştirel bir üslupla kaleme aldığı eserlerinde, dönemin sosyal ve siyasi yapısını ustalıkla yansıtır. Odyan’ın “Abdülhamid ve Sherlock Holmes” adlı eseri, mizahi dili ve keskin gözlem gücü ile dikkat çeker. Yazar, Osmanlı ve Ermeni edebiyatında önemli bir yere sahiptir.",1869-09-19,1942-10-30
146,John Twelve Hawks,"John Twelve Hawks, kimliği gizli tutulan bir Amerikan yazardır. “The Traveler” serisi ile tanınan Hawks, eserlerinde bireysel özgürlük, mahremiyet ve teknoloji gibi konuları işler. Gizemli kişiliği ve dikkat çekici hikayeleri, edebiyat dünyasında geniş bir okuyucu kitlesine ulaşmasını sağlamıştır. Hawks, modern toplumu eleştiren distopik anlatılarıyla tanınır.",,
147,Brian McClellan,"Brian McClellan, Amerikalı yazardır. Fantastik kurgu alanında eserler veren yazar, “The Powder Mage Trilogy” ile tanınır.",1985-11-08,
148,Mutlu Yakıcı İçli,"Mutlu Yakıcı İçli, Türk edebiyatında duygu yüklü hikayeleri ve romanlarıyla bilinir. İçli’nin eserlerinde insanın içsel yolculuğu ve toplumsal sorunlara duyarlılık ön plandadır. Güçlü anlatım tarzı ve etkileyici karakter analizleriyle okuyucularını derin düşüncelere sevk eder.",,
149,Soren Kierkegaard,"Soren Kierkegaard, Danimarkalı filozof, teolog ve yazar olarak varoluşçuluk felsefesinin öncülerinden biridir. Kierkegaard’ın eserleri, bireysel özgürlük, etik, inanç ve insanın varoluşsal kaygıları üzerine yoğunlaşır. Felsefi yazıları kadar edebi eserleri de etkileyici bir derinliğe sahiptir.",1813-05-05,1855-11-11
150,Mary Shelley,"Mary Shelley, İngiliz yazardır. “Frankenstein” adlı romanı ile bilim kurgu ve gotik edebiyatın öncüsü olmuştur.",1797-08-30,1851-02-01
151,Janice Eidus,"Janice Eidus, Amerikalı yazardır. Eserlerinde kadınlık, kimlik ve insan ilişkileri üzerine derinlemesine işler.",,
152,Erin Watt,"Erin Watt, Amerikalı yazardır. En çok genç yetişkin romanları ile tanınır, “The Royals” serisi popüler eserlerindendir.",,
153,Uğur Doğan,"Uğur Doğan, Türk yazardır. Edebiyatında modern toplumun sorunları ve bireysel mücadeleler işlenir.",1985-05-17,
154,Mehmet Fırat Pürselim,"Mehmet Fırat Pürselim, Türk edebiyatında çağdaş hikaye ve roman yazarı olarak tanınır. Pürselim’in eserlerinde insana dair karmaşık duygular ve toplumsal gerçekler ustalıkla işlenir. Anlatımında sade bir dil kullanırken, hikayelerine derinlik katmayı başaran bir yazardır.",,
155,Karen M. McManus,"Karen M. McManus, genç yetişkin türündeki gizem ve gerilim romanları ile tanınan Amerikalı bir yazardır. “One of Us Is Lying” adlı eseriyle büyük bir çıkış yakalamış, eseri dünya çapında çok satanlar listesine girmiştir. McManus, gençlerin karmaşık dünyasını ve toplumsal sorunları etkileyici bir dille ele alır.",,
156,Kate Chopin,"Kate Chopin, Amerikan edebiyatında feminist yazının öncülerinden biri olarak kabul edilir. 19. yüzyılda yazdığı eserlerinde kadınların özgürleşme mücadelelerini ve toplumsal normlara karşı duruşlarını işler. “The Awakening” adlı romanı, kadınların bireysel haklarını ve özgürlüklerini savunan bir başyapıttır.",1850-02-08,1904-08-22
157,Sami Hodara,"Sami Hodara, Türk edebiyatında deneme, çeviri ve edebiyat eleştirisi alanlarında yaptığı çalışmalarla tanınır. Hodara, edebiyat eserlerine getirdiği özgün yorumlar ve çevirilerindeki titizlikle edebiyat dünyasında saygı kazanmıştır. Yazarın denemelerinde toplumsal ve kültürel meselelere duyarlılık ön plandadır.",,
158,Dolores Redondo,"Dolores Redondo, İspanyol polisiye ve gerilim romanı yazarıdır. En çok “Baztan Üçlemesi” ile tanınan Redondo, doğaüstü unsurlar ve gerilim dolu hikayeleri bir araya getirerek okuyucularını büyüleyen bir yazardır. Anlatımında güçlü bir atmosfer ve sürükleyici bir olay örgüsü öne çıkar.",1969-02-01,
159,A. Weatherly,"A. Weatherly, genç yetişkin türünde fantastik ve romantik romanlarıyla bilinen İngiliz bir yazardır. “Angel” serisi ile uluslararası bir başarı yakalamış olan Weatherly, eserlerinde aşk, dostluk ve mücadele temalarını işler. Karakter yaratımındaki incelik ve yaratıcı dünya tasarımıyla dikkat çeker.",,
160,Grace Ellison,"Grace Ellison, İngiliz gazeteci, yazar ve feminist aktivisttir. 20. yüzyıl başlarında Osmanlı İmparatorluğu’nda kadınların yaşamını araştırarak bu konularda eserler vermiştir. Ellison, Batı ile Doğu arasındaki kültürel farkları anlamaya yönelik çalışmaları ve kadın haklarına olan duyarlılığıyla tanınır.",1879-12-27,1935-10-03
161,Ziyaüddin Yusufzay,"Ziyaüddin Yusufzay, Pakistanlı bir eğitim aktivisti ve yazardır. Kız çocuklarının eğitim hakkını savunmasıyla tanınan Yusufzay, Nobel Barış Ödülü sahibi Malala Yusufzay’ın babasıdır. Eserlerinde eğitimin toplumları nasıl dönüştürebileceğine dair etkileyici görüşlere yer verir.",,
162,Şinasi Eskikaya,"Şinasi Eskikaya, Türk edebiyatında öykü ve roman türlerinde önemli eserler veren bir yazardır. Toplumun farklı kesimlerinden karakterlere odaklanan Eskikaya, insan ruhunun derinliklerini ve toplumsal meseleleri anlatılarında etkileyici bir şekilde işler.",,
163,R.A. DeCandido,"R.A. DeCandido, bilim kurgu ve fantastik türlerinde yazdığı eserlerle tanınan Amerikalı bir yazardır. Popüler kültürle iç içe olan eserleri, hayal gücünün sınırlarını zorlayan hikayeleri ve zengin dünyalarıyla okuyucularını etkiler.",,
164,Cuma Yalçın,"Cuma Yalçın, Türk edebiyatında şiir ve deneme alanında eserler veren bir yazardır. Yalçın’ın eserlerinde bireyin içsel çatışmaları, toplumsal duyarlılık ve estetik bir dil ön plandadır. Şiirlerinde sade ama etkileyici bir üslup benimsemiştir.",,
165,Erhan Bener,"Erhan Bener, Türk edebiyatının önemli isimlerinden biri olup, roman ve öykü alanında güçlü eserler vermiştir. Anlatımındaki derinlik ve psikolojik çözümlemeleriyle tanınan Bener, insanın karmaşık doğasını ustalıkla yansıtan bir yazardır.",1929-09-24,2007-12-07
166,P.F. Thomese,"P.F. Thomese, Hollandalı bir yazar olup roman ve deneme türlerinde eserler kaleme almıştır. Thomese’nin eserleri, bireyin içsel dünyasını keşfetmeye yönelik derin anlatımları ve güçlü bir dil kullanımıyla öne çıkar.",,
167,Sevgi Sarıtaç Yılmaz,"Sevgi Sarıtaç Yılmaz, Türk edebiyatında modern kadın hikayeleriyle tanınan bir yazardır. Eserlerinde kadınların toplumsal rollerini ve bireysel mücadelelerini ele alırken, samimi ve güçlü bir anlatım tarzı benimser.",,
168,Giacomo Casanova,"Giacomo Casanova, 18. yüzyıl İtalyan yazarı, maceraperest ve diplomat olarak tanınır. “Histoire de ma vie” adlı anı kitabıyla ünlüdür. Eserleri, dönemin Avrupa’sındaki kültürel ve sosyal yaşamın detaylı bir portresini sunar.",1725-04-02,1798-06-04
169,Simon May,"Simon May, İngiliz bir filozof ve yazardır. Eserleri, sevgi, kimlik ve ahlak gibi evrensel temaları işler. May, felsefi düşünceyi günlük hayatla buluşturan özgün yaklaşımlarıyla tanınır.",,
170,Debby Holt,"Debby Holt, İngiliz çağdaş roman yazarıdır. Holt’un eserleri, aile, arkadaşlık ve aşk gibi evrensel temaları mizahi ve içten bir dille ele alır. Okuyucularına hayata dair umut dolu hikayeler sunar.",,
171,Zeki Sevim,"Zeki Sevim, Türk edebiyatında hikaye ve deneme türlerinde yazdığı eserlerle bilinir. Sevim’in eserlerinde toplumsal gözlemler ve insan ilişkilerine dair derin analizler ön plandadır. Anlatımında yalın bir dil ve etkileyici bir bakış açısı kullanır.",,
172,Mehmet Boncukoğlu,"Mehmet Boncukoğlu, Türk edebiyatında özellikle roman ve deneme türlerinde eserler veren bir yazardır. Eserlerinde bireyin içsel dünyasını ve toplumsal yapıları derinlemesine inceler.",,
173,Robert Louis Stevenson,"Robert Louis Stevenson, İskoçyalı bir romancı, şair ve deneme yazarıdır. En çok, “Define Adası” adlı eseriyle tanınır. Stevenson, macera romanları ve psikolojik analizlerle tanınır.",1850-11-13,1894-12-03
174,Mehtap Ece Paralı,"Mehtap Ece Paralı, Türk edebiyatında öykü ve roman türlerinde eserler veren bir yazardır. Eserlerinde toplumsal konuları işleyerek bireysel mücadeleleri ve insan ilişkilerini derinlemesine keşfeder.",,
175,Berra Çamlıdere,"Berra Çamlıdere, Türk edebiyatında genç ve etkili bir ses olarak tanınan bir yazardır. Özellikle toplumsal eleştiriler ve bireysel psikoloji üzerine yazdığı romanlarla dikkat çeker.",,
176,Resul Üstün,"Resul Üstün, Türk edebiyatında modern öykü ve roman yazarıdır. Eserlerinde insan ruhunun derinliklerine iner ve toplumsal meselelere dair güçlü yorumlar yapar.",,
177,John Steinbeck,"John Steinbeck, Amerikalı bir romancı, kısa öykü yazarı ve gazetecidir. En bilinen eserlerinden biri olan “Gazap Üzümleri” sosyal adalet ve yoksulluk üzerine derinlemesine bir anlatım sunar.",1902-02-27,1968-12-20
178,Natsuki Ikezawa,"Natsuki Ikezawa, Japon yazarı ve şairidir. Eserlerinde genellikle aşk, yabancılaşma ve toplumsal temasları işler. Ikezawa, Japon edebiyatının modern temsilcilerindendir.",,
179,Selenay Akmercan,"Selenay Akmercan, Türk edebiyatında genç bir yazardır. Eserlerinde genellikle kadınların toplumsal hayattaki yerini ve bireysel mücadelesini konu alır.",,
180,Ferhan Kırçiçek Aşar,"Ferhan Kırçiçek Aşar, Türk yazarı ve şairidir. Eserlerinde genellikle bireysel varoluş, toplumun yansıması ve insan psikolojisi üzerine derinlemesine incelemeler bulunur.",,
181,Esra Turgut,"Esra Turgut, Türk edebiyatında modern öykü ve roman yazarıdır. Eserlerinde toplumsal meseleler ve bireysel psikoloji ön plana çıkar. Yazar, dilindeki yalınlık ve derinlik ile tanınır.",,
182,Özgen Dikmen,"Özgen Dikmen, Türk yazar ve şairidir. Genellikle insan ruhunun derinliklerine inen, psikolojik çözümlemelerle dolu eserler verir.",,
183,Osamu Dazai,"Osamu Dazai, Japon edebiyatının önemli yazarlarından biridir. En bilinen eseri “Büyük Yalnızlık” ile tanınır. Dazai, karanlık ve melankolik eserleriyle ünlüdür.",1909-06-19,1948-06-13
184,Jonas Hassen Khemiri,"Jonas Hassen Khemiri, İsveçli yazar ve oyun yazarıdır. Khemiri, kültürel kimlik, toplumdaki eşitsizlikler ve modern insanın karşılaştığı zorluklar üzerine yazmaktadır.",,
185,Yonca Eldener,"Yonca Eldener, Türk yazarı ve edebiyat öğretmenidir. Genellikle modern insanın varoluşsal sorunları, içsel çatışmalar ve toplumsal baskılar üzerine yazan Eldener, aynı zamanda derin bir dil kullanımıyla bilinir.",,
186,Fleur Jaeggy,"Fleur Jaeggy, İsviçreli bir yazardır. Eserlerinde bireylerin içsel dünyalarını ve toplumsal dışlanmışlıklarını işler. Jaeggy’nin dili sade fakat derinlikli bir yapıya sahiptir.",,
